Table 13,,,,,,,,,,,,,
Hate Crime Incidents,,,,,,,,,,,,,
"per Bias Motivation and Quarter
",,,,,,,,,,,,,
"by State, Federal, and Agency, 2021",,,,,,,,,,,,,
State,Agency type,Agency name,Number of incidents per bias motivation,,,,,,Number of incidents per quarter,,,,Population1
,,,"Race/
Ethnicity/
Ancestry",Religion,"Sexual
orientation",Disability,Gender,"Gender
identity","1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",
,,Pocatello,1,0,0,0,0,0,0,1,0,0,"57,306"
,,Twin Falls,1,1,0,0,0,0,1,1,0,0,"52,158"
,,Weiser,1,0,1,0,0,0,2,0,0,0,"5,461"
,Metropolitan Counties,,1,0,0,0,0,0,,,,,
,,Kootenai,1,0,0,0,0,0,0,0,1,0,
,Nonmetropolitan Counties,,2,0,1,0,0,0,,,,,
,,Blaine,0,0,1,0,0,0,0,1,0,0,
,,Oneida,1,0,0,0,0,0,0,0,0,1,
,,Valley,1,0,0,0,0,0,0,0,1,0,
,Tribal Agencies,,2,0,0,0,0,0,,,,,
,,Fort Hall Tribal,2,0,0,0,0,0,0,2,0,0,
Illinois,Total,,70,14,11,1,2,0,,,,,
,Cities,,53,12,8,1,1,0,,,,,
,,Algonquin,1,0,0,0,0,0,0,0,1,0,"30,796"
,,Alton,9,0,0,0,0,0,1,6,2,0,"25,871"
,,Belleville,1,0,0,0,0,0,0,1,0,0,"40,184"
,,Bloomington,0,1,1,0,0,0,2,0,0,0,"77,166"
,,Bolingbrook2,2,0,0,0,0,0,,0,0,1,"74,081"
,,Braidwood,0,0,1,0,0,0,,,0,1,"6,140"
,,Chicago Heights,1,0,0,0,0,0,,1,0,0,"28,852"
,,Crest Hill,1,0,0,0,0,0,,,0,1,"20,149"
,,Danville2,4,0,0,0,0,0,0,1,2,,"29,829"
,,Deerfield,0,1,0,0,0,0,0,0,1,0,"18,562"
,,DeKalb,1,0,0,0,0,0,0,0,1,0,"42,475"
,,Des Plaines,0,0,1,0,0,0,0,0,1,0,"58,166"
,,Edwardsville,5,0,0,0,0,0,0,0,1,4,"25,269"
,,Elmwood Park,2,0,2,0,0,0,,0,3,1,"23,699"
,,Evanston,1,0,1,0,0,0,1,1,0,0,"72,497"
,,Evergreen Park,1,0,0,0,0,0,0,0,0,1,"18,813"
,,Fox Lake2,3,0,0,0,0,0,0,1,0,0,"10,386"
,,Franklin Park,1,0,0,0,1,0,2,0,0,0,"17,313"
,,Freeport,2,0,0,0,0,0,0,0,1,1,"23,240"
,,Glenview,1,0,0,0,0,0,,0,0,1,"47,036"
,,Highland Park,0,1,0,0,0,0,0,0,0,1,"29,392"
,,Homewood,1,0,0,0,0,0,0,0,0,1,"18,393"
,,Lake Zurich,0,1,1,0,0,0,0,1,1,0,"19,764"
,,Maryville,1,0,0,0,0,0,0,0,0,1,"7,997"
,,Metropolis,1,0,0,0,0,0,1,0,0,0,"5,821"
,,Montgomery,1,0,0,0,0,0,0,1,0,0,"20,371"
,,Mount Prospect,1,0,0,0,0,0,,1,0,0,"53,125"
,,Normal,0,0,1,0,0,0,0,0,0,1,"54,636"
,,Palos Park,1,0,0,0,0,0,1,0,0,0,"4,704"
,,Pekin,1,0,0,0,0,0,1,0,0,0,"31,593"
,,Quincy,2,2,0,0,0,0,0,4,0,0,"39,473"
,,Rock Island,1,0,0,0,0,0,1,0,0,0,"36,666"
,,Rosemont,0,1,0,0,0,0,0,0,0,1,"4,128"
,,Schaumburg,1,0,0,0,0,0,,,0,1,"71,829"
,,Skokie2,0,3,0,0,0,0,1,1,0,0,"62,163"
,,South Beloit,0,1,0,0,0,0,0,0,1,0,"7,509"
,,Southern View,1,0,0,0,0,0,0,1,0,0,"1,547"
,,Springfield,2,0,0,0,0,0,0,2,0,0,"113,331"
,,St. Charles,1,0,0,1,0,0,0,2,0,0,"32,748"
,,Stone Park,0,1,0,0,0,0,0,0,0,1,"4,746"
,,Worth,1,0,0,0,0,0,0,0,0,1,"10,289"
,,Yorkville,1,0,0,0,0,0,0,0,1,0,"21,622"
,Universities and Colleges,,3,0,1,0,0,0,,,,,
,,Parkland College,0,0,1,0,0,0,0,0,1,0,"10,349"
,,University of Illinois:,,,,,,,,,,,
,,  Chicago,1,0,0,0,0,0,0,1,0,0,"35,210"
,,  Urbana,2,0,0,0,0,0,0,1,1,0,"57,324"
,Metropolitan Counties,,14,2,2,0,0,0,,,,,
,,Jackson,2,0,0,0,0,0,2,0,0,0,
,,Kendall2,3,0,2,0,0,0,0,2,2,0,
,,Madison,1,0,0,0,0,0,0,1,0,0,
,,Sangamon,1,0,0,0,0,0,1,0,0,0,
,,St. Clair2,3,0,0,0,0,0,0,1,1,0,
,,Will,2,1,0,0,0,0,,0,1,2,
,,Winnebago,2,1,0,0,0,0,0,1,0,2,
,Nonmetropolitan Counties,,0,0,0,0,1,0,,,,,
,,Stephenson,0,0,0,0,1,0,0,1,0,0,
Indiana,Total,,87,24,17,0,2,11,,,,,
,Cities,,71,16,12,0,2,10,,,,,
,,Anderson,4,1,0,0,0,1,3,0,3,0,"54,490"
,,Bloomington,1,3,1,0,0,1,1,1,4,0,"86,118"
,,Bristol,1,0,0,0,0,0,0,0,0,1,"1,707"
,,Brownsburg2,4,0,0,0,0,0,3,0,0,0,"28,227"
,,Cedar Lake,0,0,1,0,0,0,0,1,0,0,"13,806"
,,Chesterton2,0,0,1,0,0,1,0,1,0,0,"14,351"
,,Clarksville,1,0,0,0,0,0,0,0,1,0,"21,434"
,,Columbus,2,0,0,0,0,0,0,2,0,0,"48,902"
,,Cumberland2,2,0,0,0,0,0,0,0,0,1,"6,197"
,,East Chicago,1,0,0,0,0,0,0,1,0,0,"27,554"
,,Elkhart,1,0,0,0,0,0,0,1,0,0,"52,205"
,,Evansville,0,0,1,0,0,0,0,0,0,1,"118,240"
,,Fishers,1,0,0,0,0,0,0,0,1,0,"99,184"
,,Fort Wayne,0,0,0,0,0,1,0,0,0,1,"274,295"
,,Franklin,1,1,1,0,0,0,0,2,0,1,"26,091"
,,Griffith,3,0,0,0,0,0,1,2,0,,"15,947"
,,Hammond2,7,0,0,0,0,5,2,1,6,2,"74,824"
,,Indianapolis2,21,0,5,0,0,1,2,11,5,7,"895,826"
,,Kokomo,1,2,0,0,0,0,2,1,0,0,"58,248"
,,Lawrence,1,1,0,0,0,0,0,0,1,1,"49,916"
,,Michigan City,1,0,0,0,0,0,0,1,0,0,"31,008"
,,Mishawaka,0,1,0,0,0,0,0,1,0,0,"50,523"
,,Mount Vernon,1,0,0,0,0,0,0,1,0,0,"6,391"
,,New Albany,2,0,0,0,0,0,1,0,0,1,"36,921"
,,Plainfield2,2,2,0,0,0,0,0,2,1,0,"37,257"
,,Sheridan,1,0,0,0,0,0,0,1,0,0,"3,085"
,,South Bend2,4,1,0,0,0,0,4,0,,0,"101,936"
,,Terre Haute,0,2,0,0,0,0,0,1,0,1,"60,372"
,,Vincennes,0,0,0,0,1,0,0,0,1,0,"16,650"
,,Warsaw,2,0,0,0,0,0,0,0,1,1,"15,353"
,,Washington,1,1,0,0,1,0,0,3,0,0,"12,722"
,,Westfield,4,1,2,0,0,0,0,4,3,0,"48,140"
,,Whitestown,1,0,0,0,0,0,0,0,0,1,"10,738"
,Metropolitan Counties,,8,4,3,0,0,1,,,,,
,,Floyd,0,2,0,0,0,0,2,0,0,0,
,,Hamilton,1,0,0,0,0,0,0,1,0,0,
,,Howard,0,1,0,0,0,0,0,1,0,0,
,,Johnson,1,0,0,0,0,0,0,0,1,0,
,,Madison,0,0,0,0,0,1,0,0,1,0,
,,Porter,2,0,0,0,0,0,0,1,0,1,
,,Posey2,2,1,1,0,0,0,1,1,1,0,
,,St. Joseph,1,0,0,0,0,0,0,0,0,1,
,,Tippecanoe,1,0,1,0,0,0,1,0,1,0,
,,Vanderburgh,0,0,1,0,0,0,0,0,1,0,
,Nonmetropolitan Counties,,3,1,1,0,0,0,,,,,
,,Henry,0,1,0,0,0,0,0,0,0,1,
,,Jackson,1,0,0,0,0,0,1,0,0,0,
,,Kosciusko,0,0,1,0,0,0,0,0,0,1,
,,Montgomery,1,0,0,0,0,0,1,0,0,0,
,,Wells,1,0,0,0,0,0,0,1,0,0,
,State Police Agencies,,4,3,1,0,0,0,,,,,
,,Indiana State Police,4,3,1,0,0,0,3,2,0,3,
,Other Agencies,,1,0,0,0,0,0,,,,,
,,Indianapolis Public Schools,1,0,0,0,0,0,0,0,0,1,
Iowa,Total,,75,10,10,4,3,3,,,,,
,Cities,,49,9,9,0,2,3,,,,,
,,Albia,1,0,0,0,0,0,0,0,1,0,"3,706"
,,Bettendorf,1,0,0,0,0,0,0,0,1,0,"37,022"
,,Cedar Rapids,1,0,0,0,0,0,0,0,1,0,"134,763"
,,Charles City,2,0,0,0,0,0,1,0,1,0,"7,174"
,,Clear Lake,1,0,0,0,2,1,2,2,0,0,"7,492"
,,Clinton,4,2,0,0,0,0,0,3,2,1,"24,865"
,,Clive,1,0,0,0,0,0,0,1,0,0,"17,652"
,,Coralville,1,0,0,0,0,0,0,1,0,0,"22,874"
,,Council Bluffs,1,0,0,0,0,0,0,1,0,0,"62,202"
,,Davenport,2,0,0,0,0,0,0,2,0,0,"102,014"
,,Dubuque,0,0,0,0,0,1,0,0,0,1,"57,790"
,,Fort Dodge,1,0,0,0,0,0,0,0,1,0,"23,788"
,,Grinnell2,1,1,2,0,0,0,0,1,1,1,"9,084"
,,Indianola,4,1,2,0,0,1,4,0,3,1,"16,203"
,,Iowa City,5,1,1,0,0,0,2,2,2,1,"77,522"
,,Marengo,1,0,0,0,0,0,0,0,0,1,"2,460"
,,Mason City,3,0,0,0,0,0,0,3,0,0,"26,550"
,,Muscatine,0,0,1,0,0,0,0,0,1,0,"23,499"
,,Oelwein,10,0,0,0,0,0,6,4,0,0,"5,731"
,,Ottumwa,1,0,0,0,0,0,0,0,1,0,"24,308"
,,Pella,0,0,1,0,0,0,0,0,1,0,"10,260"
,,Red Oak,1,0,0,0,0,0,0,0,0,1,"5,229"
,,Sac City,1,0,0,0,0,0,0,1,0,0,"2,018"
,,Storm Lake,2,0,0,0,0,0,0,0,2,0,"10,414"
,,Walcott,1,0,0,0,0,0,0,1,0,0,"1,628"
,,Waterloo,0,3,0,0,0,0,0,0,0,3,"67,174"
,,Waukee,1,0,0,0,0,0,0,0,1,0,"27,858"
,,West Des Moines,2,1,2,0,0,0,0,3,2,0,"70,414"
,Metropolitan Counties,,4,0,0,0,0,0,,,,,
,,Benton,1,0,0,0,0,0,0,0,1,0,
,,Harrison,2,0,0,0,0,0,1,1,0,0,
,,Johnson,1,0,0,0,0,0,0,0,0,1,
,Nonmetropolitan Counties,,22,1,1,4,1,0,,,,,
,,Clarke,2,0,1,0,0,0,1,1,1,0,
,,Clinton,1,0,0,0,0,0,0,0,0,1,
,,Floyd2,3,0,0,0,0,0,1,1,0,0,
,,Henry,2,0,0,0,0,0,0,0,0,2,
,,Ida,2,0,0,0,1,0,1,2,0,0,
,,Louisa,0,1,0,0,0,0,1,0,0,0,
,,Muscatine,5,0,0,0,0,0,0,3,1,1,
,,Pocahontas,1,0,0,0,0,0,1,0,0,0,
,,Wapello2,0,0,0,4,0,0,0,1,2,0,
,,Wayne2,3,0,0,0,0,0,1,1,0,0,
,,Winneshiek,1,0,0,0,0,0,,1,0,0,
,,Worth,2,0,0,0,0,0,0,0,1,1,
Kansas,Total,,72,35,16,5,1,1,,,,,
,Cities,,52,26,12,4,1,1,,,,,
,,Atchison,1,0,0,0,0,0,0,1,0,0,"10,374"
,,Baxter Springs2,2,0,0,0,0,0,1,0,0,0,"3,859"
,,Bel Aire2,2,0,0,0,0,0,0,0,0,1,"8,660"
,,Bonner Springs,0,1,1,0,0,0,0,2,0,0,"8,072"
,,Coffeyville,0,2,0,0,0,0,1,0,0,1,"9,066"
,,Derby,1,0,0,0,0,0,0,0,0,1,"25,425"
,,Dodge City,2,0,0,0,0,0,1,1,0,0,"26,612"
,,Fort Scott,1,0,0,0,0,0,0,0,1,0,"7,607"
,,Frankfort,1,0,0,0,0,0,0,1,0,0,686
,,Garden City,3,0,1,1,0,0,1,1,2,1,"25,920"
,,Gardner,0,0,1,0,0,1,0,0,1,1,"22,714"
,,Garnett,0,1,0,0,0,0,1,0,0,0,"3,243"
,,Goddard,1,0,0,0,0,0,0,0,0,1,"5,020"
,,Goodland,10,1,1,0,0,0,0,8,3,1,"4,283"
,,Great Bend,0,2,0,0,0,0,1,0,0,1,"14,795"
,,Hays,2,4,1,0,0,0,0,1,1,5,"20,861"
,,Hoisington,1,0,0,0,0,0,1,0,0,0,"2,429"
,,Hutchinson2,1,0,3,0,0,0,0,3,0,0,"40,015"
,,Leawood,0,0,1,0,0,0,0,0,1,0,"34,957"
,,Liberal,0,1,0,0,0,0,0,1,0,0,"18,658"
,,Maize,0,1,0,0,0,0,0,0,1,0,"5,491"
,,McPherson,1,0,1,0,0,0,0,2,0,0,"13,002"
,,Newton2,3,0,0,0,0,0,0,0,1,0,"18,705"
,,Olathe,3,0,0,0,0,0,1,1,1,0,"143,307"
,,Ottawa,2,0,0,0,0,0,0,1,0,1,"12,303"
,,Overland Park2,2,3,0,0,0,0,1,1,0,2,"199,881"
,,Parsons,0,1,0,0,0,0,1,0,0,0,"9,368"
,,Pittsburg,3,0,0,0,0,0,0,1,2,0,"19,939"
,,Salina,2,0,0,0,0,0,0,0,2,0,"46,112"
,,Shawnee,1,0,0,0,1,0,1,1,0,0,"66,710"
,,Topeka2,6,4,0,2,0,0,3,2,3,,"124,227"
,,Valley Center,0,2,1,0,0,0,0,2,0,1,"7,443"
,,Wellington,0,2,0,0,0,0,1,0,0,1,"7,491"
,,Wichita,1,0,1,0,0,0,0,2,0,,"392,643"
,,Winfield,0,1,0,1,0,0,0,2,0,0,"11,756"
,Universities and Colleges,,3,1,1,0,0,0,,,,,
,,Fort Hays State University,2,0,0,0,0,0,0,1,0,1,"18,862"
,,"University of Kansas, Main Campus",0,1,1,0,0,0,0,2,0,0,"30,983"
,,Washburn University,1,0,0,0,0,0,0,1,0,0,"7,222"
,Metropolitan Counties,,5,4,0,0,0,0,,,,,
,,Butler,1,0,0,0,0,0,0,0,1,0,
,,Douglas,1,0,0,0,0,0,1,0,0,0,
,,Jefferson2,2,0,0,0,0,0,0,1,0,0,
,,Johnson,0,1,0,0,0,0,0,0,0,1,
,,Pottawatomie,0,1,0,0,0,0,0,0,0,1,
,,Riley County Police Department,1,0,0,0,0,0,0,0,1,0,
,,Sedgwick,0,1,0,0,0,0,1,0,0,0,
,,Sumner,0,1,0,0,0,0,0,0,0,1,
,Nonmetropolitan Counties,,7,1,2,1,0,0,,,,,
,,Brown,1,0,0,0,0,0,1,0,0,0,
,,Crawford,2,0,0,0,0,0,0,0,1,1,
,,Ellis,0,0,1,0,0,0,0,0,1,0,
,,Hamilton,0,1,0,0,0,0,0,0,0,1,
,,Jewell,1,0,0,0,0,0,0,0,1,0,
,,Lyon,0,0,1,0,0,0,1,0,0,0,
,,Morris,2,0,0,0,0,0,0,0,1,1,
,,Reno,0,0,0,1,0,0,0,1,0,0,
,,Saline,1,0,0,0,0,0,1,0,0,0,
,State Police Agencies,,0,3,0,0,0,0,,,,,
,,"Highway Patrol, Troop F2",0,3,0,0,0,0,0,2,0,0,
,Tribal Agencies,,1,0,1,0,0,0,,,,,
,,Potawatomi Tribal,1,0,1,0,0,0,0,1,1,0,
,Other Agencies,,4,0,0,0,0,0,,,,,
,,Johnson County Park,2,0,0,0,0,0,1,0,1,0,
,,"Kansas City Fire Department, Fire Investigation Division",1,0,0,0,0,0,1,0,0,0,
,,"Unified School District, Kansas City",1,0,0,0,0,0,0,0,0,1,
Kentucky,Total,,91,6,40,4,0,13,,,,,
,Cities,,72,5,26,3,0,7,,,,,
,,Ashland2,1,0,5,0,0,2,0,2,0,1,"19,913"
,,Bardstown,1,0,0,0,0,0,0,1,0,0,"13,378"
,,Benton,1,0,0,0,0,0,1,0,0,0,"4,461"
,,Bowling Green,2,0,1,0,0,1,0,2,1,1,"71,826"
,,Carlisle,1,0,0,0,0,0,1,0,0,0,"2,056"
,,Covington2,0,0,3,0,0,0,0,0,1,1,"40,298"
,,Cynthiana,1,0,0,0,0,0,0,0,1,0,"6,294"
,,Dayton,0,0,0,0,0,1,0,0,1,0,"5,678"
,,Edgewood,0,0,1,0,0,0,0,0,1,0,"8,796"
,,Eminence,1,0,0,0,0,0,0,1,0,0,"2,574"
,,Erlanger,1,0,0,0,0,0,0,0,0,1,"23,678"
,,Falmouth,0,1,0,0,0,0,1,0,0,0,"2,074"
,,Florence,1,0,0,0,0,0,0,0,0,1,"33,824"
,,Fort Mitchell,1,0,0,0,0,0,1,0,0,0,"8,273"
,,Frankfort2,3,0,1,0,0,0,0,1,0,2,"27,753"
,,Georgetown,3,0,0,0,0,0,0,1,2,0,"36,590"
,,Glasgow,1,0,0,0,0,0,0,0,0,1,"14,452"
,,Greenville,1,0,0,0,0,0,0,0,0,1,"4,122"
,,Harrodsburg,1,0,0,0,0,0,0,1,0,0,"8,560"
,,Henderson,3,0,1,1,0,0,0,3,2,0,"27,878"
,,Hopkinsville,2,0,0,0,0,0,1,1,0,0,"30,787"
,,Lancaster2,2,0,0,0,0,0,0,1,0,0,"3,845"
,,Lawrenceburg,0,0,1,0,0,0,0,0,1,0,"11,581"
,,Lexington2,10,0,2,0,0,0,1,5,3,1,"328,965"
,,Liberty2,2,0,0,0,0,0,1,0,0,0,"2,136"
,,Louisville Metro,15,3,5,0,0,3,8,8,5,5,"678,236"
,,Madisonville,0,0,1,0,0,0,0,0,1,0,"18,546"
,,Middlesboro,1,0,1,0,0,0,0,0,0,2,"8,762"
,,Morehead,1,0,0,0,0,0,0,0,1,0,"7,673"
,,Murray2,3,0,0,0,0,0,0,0,1,0,"19,605"
,,Newport,1,0,0,0,0,0,0,0,0,1,"14,851"
,,Nicholasville,1,0,0,0,0,0,0,1,0,0,"31,184"
,,Northfield,0,1,0,0,0,0,1,0,0,0,"1,055"
,,Owensboro,6,0,1,0,0,0,2,0,2,3,"60,636"
,,Paducah,0,0,1,0,0,0,1,0,0,0,"24,873"
,,Paris,0,0,1,0,0,0,1,0,0,0,"9,710"
,,Pikeville,1,0,0,1,0,0,0,0,1,1,"6,378"
,,Radcliff,0,0,0,1,0,0,0,1,0,0,"22,957"
,,Scottsville,1,0,0,0,0,0,0,0,1,0,"4,579"
,,Simpsonville2,2,0,0,0,0,0,1,0,0,0,"3,014"
,,St. Matthews,0,0,1,0,0,0,0,0,0,1,"18,038"
,,West Buechel,1,0,0,0,0,0,1,0,0,0,"1,277"
,Universities and Colleges,,1,0,7,0,0,5,,,,,
,,Eastern Kentucky University,0,0,1,0,0,0,0,1,0,0,"17,345"
,,Murray State University,0,0,0,0,0,1,0,0,0,1,"10,853"
,,Northern Kentucky University2,0,0,3,0,0,2,0,0,0,2,"18,308"
,,University of Louisville2,1,0,3,0,0,2,0,0,0,2,"25,451"
,Metropolitan Counties,,9,0,0,0,0,1,,,,,
,,Bullitt,1,0,0,0,0,0,0,1,0,0,
,,Daviess,0,0,0,0,0,1,0,0,0,1,
,,Henry,1,0,0,0,0,0,0,1,0,0,
,,Kenton County Police Department,1,0,0,0,0,0,0,0,0,1,
,,Meade,1,0,0,0,0,0,0,0,0,1,
,,Oldham County Police Department2,2,0,0,0,0,0,0,0,0,1,
,,Trigg2,3,0,0,0,0,0,0,1,0,0,
,Nonmetropolitan Counties,,2,1,2,0,0,0,,,,,
,,Calloway,0,1,1,0,0,0,0,1,1,0,
,,Hart,1,0,0,0,0,0,1,0,0,0,
,,Simpson,1,0,0,0,0,0,0,1,0,0,
,,Trimble,0,0,1,0,0,0,1,0,0,0,
,State Police Agencies,,3,0,1,1,0,0,,,,,
,,State Police:,,,,,,,,,,,
,,Bowling Green,2,0,0,0,0,0,1,0,1,0,
,,Dry Ridge,1,0,0,0,0,0,0,0,1,0,
,,Elizabethtown,0,0,0,1,0,0,0,0,1,0,
,,Mayfield,0,0,1,0,0,0,1,0,0,0,
,Other Agencies,,4,0,4,0,0,0,,,,,
,,Fayette County Schools,2,0,1,0,0,0,0,1,0,2,
,,Jefferson County School District,2,0,3,0,0,0,0,0,4,1,
Louisiana,Total,,109,30,7,3,1,0,,,,,
,Cities,,68,10,2,1,0,0,,,,,
,,Arnaudville,0,0,1,0,0,0,0,1,0,0,"1,040"
,,Bastrop,0,3,0,0,0,0,0,1,1,1,"9,543"
,,Baton Rouge,1,0,0,0,0,0,1,0,0,0,"218,060"
,,Bossier City,1,0,1,1,0,0,1,2,0,0,"68,879"
,,Hammond,1,0,0,0,0,0,0,1,0,0,"21,544"
,,Houma2,2,0,0,0,0,0,0,0,0,1,"32,351"
,,Mansfield2,3,0,0,0,0,0,1,1,0,0,"4,544"
,,Marksville2,50,0,0,0,0,0,11,11,13,6,"5,230"
,,Monroe2,0,2,0,0,0,0,0,0,1,0,"46,808"
,,Opelousas2,0,3,0,0,0,0,0,0,1,1,"15,457"
,,Pearl River,0,1,0,0,0,0,1,0,0,0,"2,638"
,,Ponchatoula,2,0,0,0,0,0,0,2,0,0,"7,648"
,,Sulphur,0,1,0,0,0,0,0,0,1,0,"20,097"
,,Vidalia2,8,0,0,0,0,0,1,1,3,1,"3,611"
,Metropolitan Counties,,30,19,3,2,0,0,,,,,
,,Ascension,0,4,0,0,0,0,0,1,1,2,
,,Bossier,0,0,0,1,0,0,0,1,0,0,
,,Calcasieu2,3,5,0,0,0,0,1,2,1,3,
,,De Soto2,2,0,0,0,0,0,0,1,0,0,
,,East Baton Rouge,1,1,1,0,0,0,0,2,0,1,
,,Iberville,0,1,0,0,0,0,0,0,0,1,
,,Jefferson,1,0,1,0,0,0,0,2,0,0,
,,Lafourche,0,1,0,0,0,0,0,1,0,0,
,,Ouachita,0,2,0,0,0,0,0,0,2,0,
,,Rapides,1,1,0,1,0,0,1,1,1,0,
,,St. John the Baptist2,3,0,0,0,0,0,1,0,0,1,
,,Tangipahoa2,14,3,1,0,0,0,3,2,3,7,
,,Terrebonne2,5,1,0,0,0,0,2,1,2,0,
,Nonmetropolitan Counties,,11,1,1,0,1,0,,,,,
,,Catahoula2,5,0,0,0,0,0,0,2,0,2,
,,Madison,3,0,0,0,0,0,1,2,,,
,,Richland,0,1,0,0,0,0,0,1,0,0,
,,St. Mary,1,0,0,0,0,0,0,0,1,0,
,,Washington,1,0,1,0,1,0,2,0,1,0,
,,West Carroll,1,0,0,0,0,0,0,0,0,1,
,Tribal Agencies,,0,0,1,0,0,0,,,,,
,,Coushatta Tribal,0,0,1,0,0,0,1,0,0,0,
Maine,Total,,36,9,25,1,2,3,,,,,
,Cities,,27,8,19,1,2,2,,,,,
,,Augusta,0,0,1,0,0,0,0,1,0,0,"18,713"
,,Bangor,1,1,3,0,0,0,0,2,3,0,"31,898"
,,Belfast,0,0,1,0,0,0,0,1,0,0,"6,712"
,,Biddeford,3,1,1,0,2,0,2,1,4,0,"21,523"
,,Brunswick,0,1,0,0,0,0,0,1,0,0,"20,656"
,,Camden,0,0,1,0,0,0,0,0,0,1,"4,802"
,,Cumberland,0,0,0,1,0,0,0,0,1,0,"8,415"
,,Fort Fairfield,1,0,0,0,0,0,0,0,1,0,"3,258"
,,Freeport,1,0,0,0,0,0,0,0,0,1,"8,713"
,,Lewiston,1,1,1,0,0,0,0,2,1,0,"36,191"
,,Lincoln,0,0,1,0,0,0,0,1,0,0,"4,862"
,,Old Orchard Beach,0,1,0,0,0,0,0,0,1,0,"9,145"
,,Portland,10,2,8,0,0,1,10,3,6,2,"66,875"
,,Rockland,1,0,0,0,0,0,1,0,0,0,"7,172"
,,Rumford,1,0,0,0,0,0,0,0,1,0,"5,726"
,,Sanford,2,0,0,0,0,1,0,0,1,2,"21,300"
,,Scarborough,0,0,1,0,0,0,1,0,0,0,"21,810"
,,Westbrook,0,1,0,0,0,0,0,0,0,1,"19,451"
,,Windham,2,0,0,0,0,0,0,1,1,0,"19,118"
,,Winslow,1,0,1,0,0,0,0,1,0,1,"7,641"
,,Yarmouth,2,0,0,0,0,0,1,0,1,0,"8,628"
,,York,1,0,0,0,0,0,0,0,1,0,"13,413"
,Metropolitan Counties,,7,0,3,0,0,0,,,,,
,,Androscoggin,2,0,0,0,0,0,0,1,1,0,
,,Cumberland2,1,0,3,0,0,0,0,1,2,0,
,,Penobscot,1,0,0,0,0,0,0,0,0,1,
,,Sagadahoc,1,0,0,0,0,0,0,0,0,1,
,,York,2,0,0,0,0,0,1,1,0,0,
,Nonmetropolitan Counties,,1,0,2,0,0,1,,,,,
,,Aroostook,0,0,1,0,0,0,0,0,0,1,
,,Knox,0,0,1,0,0,0,0,0,0,1,
,,Oxford,0,0,0,0,0,1,0,0,0,1,
,,Somerset,1,0,0,0,0,0,0,1,0,0,
,State Police Agencies,,1,1,0,0,0,0,,,,,
,,State Police,1,1,0,0,0,0,0,1,0,1,
,Other Agencies,,0,0,1,0,0,0,,,,,
,,State Fire Marshal,0,0,1,0,0,0,0,0,1,0,
Maryland,Total,,56,14,12,2,1,4,,,,,
,Cities,,7,0,3,2,0,0,,,,,
,,Cumberland,2,0,1,1,0,0,2,0,0,2,"18,971"
,,Hagerstown,5,0,2,1,0,0,3,2,2,1,"39,942"
,Universities and Colleges,,0,1,0,0,0,0,,,,,
,,"University of Maryland, Baltimore County",0,1,0,0,0,0,0,0,0,1,"15,403"
,Metropolitan Counties,,48,11,9,0,1,3,,,,,
,,Baltimore County Police Department2,42,9,5,0,0,2,9,16,19,8,
,,Montgomery County Police Department2,2,2,2,0,0,0,2,0,2,1,
,,St. Mary's,4,0,2,0,1,1,2,2,3,1,
,Other Agencies,,1,2,0,0,0,1,,,,,
,,Natural Resources Police,1,1,0,0,0,1,2,0,1,0,
,,Transit Administration,0,1,0,0,0,0,0,0,0,1,
Massachusetts,Total,,280,84,82,3,5,10,,,,,
,Cities,,268,74,80,3,5,10,,,,,
,,Acton,3,0,0,0,0,0,1,1,0,1,"23,853"
,,Adams,0,0,1,0,0,0,0,0,1,0,"7,904"
,,Agawam,1,0,0,0,0,0,0,0,1,0,"28,757"
,,Andover2,1,0,1,0,0,0,0,0,0,1,"37,216"
,,Arlington,5,4,0,0,0,0,0,5,2,2,"45,767"
,,Auburn,1,0,0,0,0,0,0,1,0,0,"16,885"
,,Barnstable,3,1,0,0,0,0,2,0,1,1,"44,841"
,,Belmont2,3,2,2,0,0,0,3,2,0,0,"26,206"
,,Billerica,1,0,0,0,0,0,0,1,0,0,"43,644"
,,Boston2,71,15,27,0,2,3,28,34,18,31,"704,758"
,,Braintree2,2,1,1,0,0,1,0,1,3,0,"37,643"
,,Brookline2,0,3,1,0,0,0,0,3,0,0,"59,748"
,,Cambridge2,25,4,7,1,0,1,7,6,14,8,"121,699"
,,Chelsea,1,0,0,0,0,0,1,0,0,0,"39,971"
,,Concord,2,0,0,0,0,0,0,1,0,1,"19,025"
,,Danvers2,5,5,1,0,0,0,0,4,1,2,"27,904"
,,Dedham2,2,0,0,0,0,0,0,1,0,0,"25,699"
,,Dennis2,3,0,0,0,0,0,0,0,1,0,"13,971"
,,Dracut,1,0,0,0,0,0,0,0,0,1,"31,879"
,,Eastham2,1,1,0,0,0,0,0,1,0,0,"4,937"
,,East Longmeadow,1,0,0,0,0,0,1,0,0,0,"16,286"
,,Edgartown2,2,0,0,0,0,0,1,0,0,0,"4,470"
,,Everett,1,0,0,0,0,0,0,0,1,0,"46,959"
,,Falmouth2,2,1,0,0,0,0,1,0,0,1,"31,320"
,,Fitchburg,1,0,0,0,0,0,0,1,0,0,"40,626"
,,Framingham2,1,3,0,0,0,0,0,0,1,2,"75,042"
,,Franklin,2,1,0,0,0,0,0,0,1,2,"35,425"
